modelo,titulo,precio,moneda,año,km,ubicacion
Nissan Versa,Nissan Versa 1.6 Exclusive Auto,18440000.0,$,2018,58.804 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Advance Mt,24000000.0,$,2021,69.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Advance Cvt,18500.0,US$,2023,26.800 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Sense 118cv,31599800.0,$,2026,0 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Advance At,17000000.0,$,2018,75.000 Km,Lanús - Bs.As. G.B.A. Sur
Nissan Versa,Nissan Versa 1.6 Advance Mt,21800000.0,$,2020,15.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Exclusive Cvt,31390000.0,$,2024,33.515 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Exclusive Cvt,39061000.0,$,2026,0 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Advance At,33900000.0,$,2026,0 Km,Luján - Buenos Aires Interior
Nissan Versa,Nissan Versa 1.6 Sense At,9200.0,US$,2019,149.000 Km,Vicente López - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Exclusive Cvt,37900000.0,$,2026,0 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Sense 118cv,31599800.0,$,2026,0 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Sense 118cv,25000000.0,$,2023,39.050 Km,San Isidro - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Advance At,16000000.0,$,2017,214.000 Km,Escobar - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Advance,17800000.0,$,2017,101.749 Km,Mercedes - Buenos Aires Interior
Nissan Versa,Nissan Versa 1.6 Advance Mt,13500000.0,$,2016,207.000 Km,Escobar - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Advance Mt,15000000.0,$,2016,187.028 Km,Escobar - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Sense,19830000.0,$,2021,50.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Sense At,20400000.0,$,2021,100.000 Km,Vicente López - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Advance Cvt,28200000.0,$,2023,56.400 Km,Malvinas Argentinas - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Sr Cvt,38000000.0,$,2026,0 Km,Vicente López - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Sense Cvt,17500.0,US$,2022,55.000 Km,San Isidro - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Exclusive Cvt,37149800.0,$,2026,0 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Advance At,15000000.0,$,2017,170.000 Km,Lanús - Bs.As. G.B.A. Sur
Nissan Versa,Nissan Versa 1.6 Advance Mt,11800.0,US$,2017,106.500 Km,San Isidro - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Advance Mt,15800000.0,$,2016,120.000 Km,Pilar - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Sense Mt,22800000.0,$,2019,70.500 Km,Castelar - Bs.As. G.B.A. Oeste
Nissan Versa,Nissan Versa 1.6 Advance At,13900.0,US$,2019,72.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Advance Mt,24000000.0,$,2021,69.300 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Advance At,19700000.0,$,2021,80.000 Km,Hurlingham - Bs.As. G.B.A. Oeste
Nissan Versa,Nissan Versa V Drive Plus At,16500000.0,$,2021,160.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Advance Mt,12500.0,US$,2019,118.000 Km,San Isidro - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Exclusive Cvt,17300.0,US$,2021,61.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Sense Mt,15500000.0,$,2017,131.500 Km,General San Martín - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Sense,27500000.0,$,2025,13.800 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Exclusive At,16900000.0,$,2017,90.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Sense Mt,15700000.0,$,2019,92.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Sense Cvt,16500.0,US$,2021,63.000 Km,Quilmes - Bs.As. G.B.A. Sur
Nissan Versa,Nissan Versa 1.6 Sense Mt,14250000.0,$,2019,98.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Sense Mt,13900000.0,$,2014,112.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Sense Cvt,14000.0,US$,2021,97.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Advance At,17500.0,US$,2022,50.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Sense Mt,13800000.0,$,2015,142.301 Km,Lobos - Buenos Aires Interior
Nissan Versa,Nissan Versa 1.6 Sense,12900.0,US$,2018,62.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Sense At,17000000.0,$,2019,83.000 Km,Tres De Febrero - Bs.As. G.B.A. Oeste
Nissan Versa,Nissan Versa 1.6 Sense Cvt,24500000.0,$,2022,83.541 Km,San Isidro - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Visia Mt,13490000.0,$,2014,138.000 Km,San Isidro - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Sense Cvt,13900.0,US$,2022,120.000 Km,San Isidro - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Advance Mt,13500000.0,$,2015,126.485 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Advance At,11000.0,US$,2018,164.000 Km,Berazategui - Bs.As. G.B.A. Sur
Nissan Versa,Nissan Versa 1.6 Advance At,8000.0,US$,2015,246.000 Km,Tigre - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Exclusive Cvt,20450000.0,$,2020,91.664 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Advance At,12500.0,US$,2017,70.000 Km,San Isidro - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Sr Cvt,38290000.0,$,2026,0 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Advance At,14800.0,US$,2020,60.000 Km,Vicente López - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Advance At,18900000.0,$,2020,93.000 Km,San Isidro - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Exclusive At,18900.0,US$,2020,116.182 Km,Escobar - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Exclusive At,24900000.0,$,2020,10.000 Km,La Plata - Bs.As. G.B.A. Sur
Nissan Versa,Nissan Versa 1.6 Exclusive Cvt,27500000.0,$,2022,77.800 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Sense Mt,14500.0,US$,2022,100.000 Km,La Plata - Bs.As. G.B.A. Sur
Nissan Versa,Nissan Versa 1.6 Sense Mt,23000000.0,$,2021,109.000 Km,Pilar - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Sense Mt,23000000.0,$,2021,68.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Advance Mt,16900000.0,$,2020,155.300 Km,Morón - Bs.As. G.B.A. Oeste
Nissan Versa,Nissan Versa 1.6 Sense Mt,14500000.0,$,2015,246.000 Km,Escobar - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Sense Cvt,21000000.0,$,2021,110.000 Km,Caseros - Bs.As. G.B.A. Oeste
Nissan Versa,Nissan Versa 1.6 Sr Cvt,36900000.0,$,2026,0 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Sense Mt,15400000.0,$,2017,89.000 Km,Mercedes - Buenos Aires Interior
Nissan Versa,Nissan Versa 1.6 Sense,14500000.0,$,2017,130.000 Km,Pilar - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Advance Mt,16000000.0,$,2020,159.000 Km,Mercedes - Buenos Aires Interior
Nissan Versa,Nissan Versa 1.6 Advance Mt,17500000.0,$,2018,75.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Advance Mt,15550.0,US$,2020,15.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Advance Mt,21200000.0,$,2020,48.330 Km,La Plata - Bs.As. G.B.A. Sur
Nissan Versa,Nissan Versa 1.6 Advance At,18500000.0,$,2019,106.000 Km,La Plata - Bs.As. G.B.A. Sur
Nissan Versa,Nissan Versa 1.6 Advance At,13800.0,US$,2018,129.000 Km,San Miguel - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Sense Mt,13500000.0,$,2018,179.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Sense Mt,24800000.0,$,2022,41.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa Advance Mt Pure Drive F2,12500000.0,$,2018,131.000 Km,Avellaneda - Bs.As. G.B.A. Sur
Nissan Versa,Nissan Versa 1.6 Exclusive Cvt,23990.0,US$,2023,16.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Advance Mt,17000000.0,$,2020,85.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Acenta Mt,8200.0,US$,2013,110.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Sense,16300000.0,$,2019,99.000 Km,Pilar - Buenos Aires Interior
Nissan Versa,Nissan Versa 1.6 Sense Mt,17900000.0,$,2022,158.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Advance Mt,9400.0,US$,2017,180.000 Km,Escobar - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Exclusive Cvt,28900000.0,$,2023,30.000 Km,San Isidro - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Sense Mt,21500000.0,$,2021,77.398 Km,Ituzaingó - Bs.As. G.B.A. Oeste
Nissan Versa,Nissan Versa 1.6 Advance Mt,15900000.0,$,2019,98.000 Km,San Isidro - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Visia Mt,12200000.0,$,2014,103.120 Km,Vicente López - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Advance At,16999.0,US$,2021,49.000 Km,Vicente López - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Sense,13060000.0,$,2017,101.877 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Sense Mt,15500000.0,$,2017,80.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Advance At,27499999.0,$,2022,32.000 Km,Cañuelas - Buenos Aires Interior
Nissan Versa,Nissan Versa 1.6 Sense At,16900000.0,$,2018,80.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Exclusive At,18900000.0,$,2019,84.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa V Drive Plus,19100000.0,$,2021,122.000 Km,Moreno - Bs.As. G.B.A. Oeste
Nissan Versa,Nissan Versa 1.6 Advance Cvt,32100000.0,$,2024,56.500 Km,Malvinas Argentinas - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Sense At,14980.0,US$,2021,43.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Sense At,15900.0,US$,2022,62.000 Km,Hurlingham - Bs.As. G.B.A. Oeste
Nissan Versa,Nissan Versa 1.6 Advance At,17000000.0,$,2018,65.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Exclusive At,27500000.0,$,2022,72.072 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Advance At,16000000.0,$,2020,105.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Sense,13500000.0,$,2018,146.000 Km,San Isidro - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Advance At,14000000.0,$,2014,80.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Exclusive Cvt,35990000.0,$,2026,0 Km,Pilar - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Sense At Cvt,16900000.0,$,2019,97.689 Km,Quilmes - Bs.As. G.B.A. Sur
Nissan Versa,Nissan Versa 1.6 Advance Cvt,29700000.0,$,2024,55.700 Km,Malvinas Argentinas - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Advance Mt,19000000.0,$,2023,103.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Advance At,21000000.0,$,2021,65.000 Km,Merlo - Bs.As. G.B.A. Oeste
Nissan Versa,Nissan Versa 1.6 Acenta Mt,11500000.0,$,2013,110.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Advance Mt,13200.0,US$,2021,140.000 Km,La Matanza - Bs.As. G.B.A. Oeste
Nissan Versa,Nissan Versa 1.6 Exclusive Cvt,23900000.0,$,2022,95.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Advance Mt,15000000.0,$,2017,96.000 Km,Quilmes - Bs.As. G.B.A. Sur
Nissan Versa,Nissan Versa 1.6 Exclusive Cvt,21400.0,US$,2021,27.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Exclusive Cvt,35800000.0,$,2026,0 Km,Pilar - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Advance Mt,15500000.0,$,2019,76.965 Km,Escobar - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa V-drive Mt,18900000.0,$,2021,195.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Sense Cvt,16500.0,US$,2022,60.000 Km,La Plata - Bs.As. G.B.A. Sur
Nissan Versa,Nissan Versa 1.6 Acenta Mt,12800000.0,$,2013,105.000 Km,Quilmes - Bs.As. G.B.A. Sur
Nissan Versa,Nissan Versa 1.6 Exclusive At,16200000.0,$,2018,145.000 Km,Tigre - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Sense,14200000.0,$,2018,172.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Advance Cvt,31800000.0,$,2024,50.600 Km,General San Martín - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Sense At Pure Dive,15000000.0,$,2018,172.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Advance Mt,13000.0,US$,2016,52.000 Km,Vicente López - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Exclusive Cvt,26000000.0,$,2021,38.450 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Sense,10000.0,US$,2018,170.000 Km,San Isidro - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Advance Mt,13000.0,US$,2016,52.000 Km,Vicente López - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Sense At,16500000.0,$,2019,81.000 Km,General San Martín - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Advance Mt,17900000.0,$,2020,78.000 Km,Vicente López - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Advance Mt,13900000.0,$,2017,124.500 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Sense,8200.0,US$,2013,196.000 Km,Ituzaingó - Bs.As. G.B.A. Oeste
Nissan Versa,Nissan Versa 1.6 Sense Mt,14400000.0,$,2017,133.000 Km,Esteban Echeverría - Bs.As. G.B.A. Sur
Nissan Versa,Nissan Versa 1.6 Advance Mt,18000000.0,$,2018,93.000 Km,Lanús - Bs.As. G.B.A. Sur
Nissan Versa,Nissan Versa 1.6 Sense Mt,14990000.0,$,2017,90.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Acenta Mt,11500000.0,$,2014,140.000 Km,Tigre - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Advance At,14000000.0,$,2017,197.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Sense At,16000000.0,$,2019,128.000 Km,Vicente López - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Exclusive Cvt,37900000.0,$,2026,0 Km,San Isidro - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Sense Cvt,22900000.0,$,2022,79.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 V-drive Plus Automático,19500000.0,$,2021,64.500 Km,Florencio Varela - Bs.As. G.B.A. Sur
Nissan Versa,Nissan Versa 1.6 Sense Mt,8000.0,US$,2017,201.662 Km,Escobar - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Advance Mt,14800000.0,$,2017,132.000 Km,La Matanza - Bs.As. G.B.A. Oeste
Nissan Versa,Nissan Versa 1.6 Exclusive Cvt L21,26600000.0,$,2021,73.473 Km,Malvinas Argentinas - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Sense,16600000.0,$,2019,99.000 Km,Pilar - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Sense Mt,10500.0,US$,2019,144.500 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Advance At,12000000.0,$,2018,193.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Sense Cvt,18500000.0,$,2022,100.000 Km,Tigre - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Advance Mt,14000000.0,$,2020,170.000 Km,La Matanza - Bs.As. G.B.A. Oeste
Nissan Versa,Nissan Versa 1.6 V-drive Plus At L20,22000000.0,$,2021,82.000 Km,Malvinas Argentinas - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Sense 118cv,19900000.0,$,2021,120.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Advance Mt,24000000.0,$,2021,84.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Sense Mt,23000000.0,$,2021,68.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Exclusive At,12900000.0,$,2015,223.500 Km,Berazategui - Bs.As. G.B.A. Sur
Nissan Versa,Nissan Versa 1.6 Sense Cvt,25300000.0,$,2022,59.900 Km,Castelar - Bs.As. G.B.A. Oeste
Nissan Versa,Nissan Versa 1.6 Sense,21000000.0,$,2021,77.000 Km,Merlo - Bs.As. G.B.A. Oeste
Nissan Versa,Nissan Versa 1.6 Advance Mt,12000000.0,$,2014,129.200 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Sense Mt,12800000.0,$,2019,220.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Sense At,21900000.0,$,2021,85.000 Km,Lomas De Zamora - Bs.As. G.B.A. Sur
Nissan Versa,Nissan Versa 1.6 Sense Mt,9800.0,US$,2015,103.000 Km,Almirante Brown - Bs.As. G.B.A. Sur
Nissan Versa,Nissan Versa 1.6 Exclusive At,19000.0,US$,2020,33.636 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Acenta At,7500.0,US$,2013,149.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Sense Mt,16800000.0,$,2017,37.000 Km,Lomas De Zamora - Bs.As. G.B.A. Sur
Nissan Versa,Nissan Versa 1.6 Exclusive At,18990.0,US$,2021,68.000 Km,Vicente López - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Acenta Mt,11000000.0,$,2013,184.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Sense At,18500000.0,$,2018,46.400 Km,Merlo - Bs.As. G.B.A. Oeste
Nissan Versa,Nissan Versa 1.6 Sense At,16000.0,US$,2022,42.000 Km,Merlo - Bs.As. G.B.A. Oeste
Nissan Versa,Nissan Versa 1.6 Exclusive,20590000.0,$,2021,102.000 Km,Lanús - Bs.As. G.B.A. Sur
Nissan Versa,Nissan Versa 1.6 Advance Mt,10300.0,US$,2015,131.000 Km,Lomas De Zamora - Bs.As. G.B.A. Sur
Nissan Versa,Nissan Versa 1.6 Sense Mt,19500000.0,$,2021,105.000 Km,Avellaneda - Bs.As. G.B.A. Sur
Nissan Versa,Nissan Versa 1.6 Sense,31999000.0,$,2025,590 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Advance Mt,18500000.0,$,2020,105.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Advance,18000.0,US$,2020,195.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Advance Mt,22000000.0,$,2021,128.000 Km,Lomas De Zamora - Bs.As. G.B.A. Sur
Nissan Versa,Nissan Versa 1.6 Exclusive Cvt,27500000.0,$,2021,30.950 Km,Ituzaingó - Bs.As. G.B.A. Oeste
Nissan Versa,Nissan Versa 1.6 Advance Mt,16000000.0,$,2017,123.000 Km,Avellaneda - Bs.As. G.B.A. Sur
Nissan Versa,Nissan Versa 1.6 Advance At,22300000.0,$,2021,68.000 Km,Tres De Febrero - Bs.As. G.B.A. Oeste
Nissan Versa,Nissan Versa 1.6 Exclusive At,10750.0,US$,2015,125.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Visia Mt,9000000.0,$,2013,168.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Sr Cvt,31900000.0,$,2024,28.500 Km,San Isidro - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Sense Mt,19900.0,US$,2023,25.100 Km,Tigre - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Acenta At,6999999.0,$,2014,389.000 Km,San Isidro - Bs.As. G.B.A. Norte
Nissan Versa,Nissan Versa 1.6 Advance Mt,16500000.0,$,2019,110.000 Km,Moreno - Bs.As. G.B.A. Oeste
Nissan Versa,Nissan Versa 1.6 Exclusive At,17900.0,US$,2021,40.000 Km,Capital Federal - Capital Federal
Nissan Versa,Nissan Versa 1.6 Exclusive At,19000.0,US$,2020,15.000 Km,Morón - Bs.As. G.B.A. Oeste
Nissan Versa,Nissan Versa 1.6 Advance At,36499900.0,$,2026,0 Km,Pergamino - Buenos Aires Interior
Nissan Versa,Nissan Versa 1.6 Sr Cvt,36649800.0,$,2026,0 Km,Neuquén - Neuquén
Nissan Versa,Nissan Versa 1.6 Sense Mt,27500000.0,$,2023,0 Km,Rosario - Santa Fe
Nissan Versa,Nissan Versa 1.6 Advance At,15500000.0,$,2019,161.000 Km,Junín - Buenos Aires Interior
Nissan Versa,Nissan Versa 1.6 Exclusive At,36500000.0,$,2023,0 Km,Rosario - Santa Fe
Nissan Versa,Nissan Versa 1.6 Exclusive Cvt,37999900.0,$,2026,0 Km,Bariloche - Río Negro
Nissan Versa,Nissan Versa 1.6 Exclusive At,36796000.0,$,2023,0 Km,Villa María - Córdoba
Nissan Versa,Nissan Versa 1.6 Sense,33793900.0,$,2025,0 Km,San Francisco - Córdoba
Nissan Versa,Nissan Versa 1.6 Exclusive Cvt,26500000.0,$,2022,80.740 Km,Córdoba - Córdoba
Nissan Versa,Nissan Versa 1.6 Sense,33459300.0,$,2025,0 Km,San Francisco - Córdoba
Nissan Versa,Nissan Versa 1.6 Advance At,35546548.0,$,2025,0 Km,Córdoba - Córdoba
Nissan Versa,Nissan Versa 1.6 Advance Cvt,36887000.0,$,2026,0 Km,Córdoba - Córdoba
Nissan Versa,Nissan Versa 1.6 Exclusive Cvt,38072000.0,$,2025,0 Km,San Francisco - Córdoba
Fiat Siena,Fiat Siena 1.6 El 16v,8500.0,US$,2016,217.000 Km,Escobar - Bs.As. G.B.A. Norte
Fiat Siena,Fiat Siena 1.4 El My 2015,8700.0,US$,2015,130.000 Km,Berazategui - Bs.As. G.B.A. Sur
Fiat Siena,Fiat Siena 1.4 El,8900000.0,$,2013,180.000 Km,Avellaneda - Bs.As. G.B.A. Sur
Fiat Siena,Fiat Siena 1.6 El 16v Pack Confort,14489900.0,$,2015,110.000 Km,Capital Federal - Capital Federal
Fiat Siena,Fiat Siena 1.4 El Pack Seguridad,12000000.0,$,2014,101.000 Km,La Matanza - Bs.As. G.B.A. Oeste
Fiat Siena,Fiat Siena 1.4 El 85cv,11000.0,US$,2018,68.000 Km,Vicente López - Bs.As. G.B.A. Norte
Fiat Siena,Fiat Siena 1.8 Hlx Active,5500.0,US$,2007,180.000 Km,Capital Federal - Capital Federal
Fiat Siena,Fiat Siena 1.4 El Pack Seguridad,11000000.0,$,2014,129.000 Km,Hurlingham - Bs.As. G.B.A. Oeste
Fiat Siena,Fiat Siena 1.4 Fire Way,12500000.0,$,2013,51.400 Km,Lomas De Zamora - Bs.As. G.B.A. Sur
Fiat Siena,Fiat Siena 1.4 El 85cv C/gnc,9490000.0,$,2017,283.400 Km,Lanús - Bs.As. G.B.A. Sur
Fiat Siena,Fiat Siena 1.4 El Pack Attractive,13500000.0,$,2015,90.000 Km,Capital Federal - Capital Federal
Fiat Siena,Fiat Siena 1.4 El My 2015,9500.0,US$,2015,84.000 Km,Capital Federal - Capital Federal
Fiat Siena,Fiat Siena 1.4 Fire Da,7300000.0,$,2008,270.000 Km,Capital Federal - Capital Federal
Fiat Siena,Fiat Siena 1.6 El 16v,14489900.0,$,2015,115.000 Km,Capital Federal - Capital Federal
Fiat Siena,Fiat Siena 1.4 El 85cv,12490000.0,$,2018,116.000 Km,Capital Federal - Capital Federal
Fiat Siena,Fiat Siena 1.6 El Aa,8500000.0,$,1998,140.000 Km,San Miguel - Bs.As. G.B.A. Norte
Fiat Siena,Fiat Siena 1.4 El 8v,10000000.0,$,2014,220.000 Km,Capital Federal - Capital Federal
Fiat Siena,Fiat Siena 1.6 El 16v Pack Confort,11300000.0,$,2015,113.700 Km,Capital Federal - Capital Federal
Fiat Siena,Fiat Siena F4 El 1.4 8v,10490000.0,$,2013,174.000 Km,Quilmes - Bs.As. G.B.A. Sur
Fiat Siena,Fiat Siena 1.4 El 85cv,13900000.0,$,2017,129.000 Km,Capital Federal - Capital Federal
Fiat Siena,Fiat Siena 1.4 El My 2015,13860939.0,$,2015,63.000 Km,Capital Federal - Capital Federal
Fiat Siena,Fiat Siena 1.4 El Pack Attractive,11500000.0,$,2016,150.000 Km,La Plata - Buenos Aires Interior
Fiat Siena,Fiat Siena 1.6 El 16v,13499999.0,$,2016,140.000 Km,Berazategui - Bs.As. G.B.A. Sur
Fiat Siena,Fiat Siena Elx 4p 1.4 Rstiii,8200000.0,$,2010,180.000 Km,Morón - Bs.As. G.B.A. Oeste
Fiat Siena,Fiat Siena 1.4 El 85cv,14550000.0,$,2017,45.000 Km,San Miguel - Bs.As. G.B.A. Norte
Fiat Siena,Fiat Siena 1.4 El 85cv,9341528.0,$,2017,198.000 Km,Capital Federal - Capital Federal
